0.0794710991714153,0.964716022511969,-77.75
0.106209152288268,0.40481418285337,-78.5
0.127302283406797,0.927485853448893,-83.25
0.0353901371502043,0.984907306187388,-84
0.0295632969085794,0.99213522231236,-84
0.0472264997805959,0.971045672457575,-83.5
0.0229490900650268,1,-77.75
0.0380473220968899,0.981701666852782,-78.25
0.0601715051426552,0.954748133202757,-48.75
0.150752167004221,0.848850365931967,-80
0.193036536320299,0.799091637002788,-82
0.193036536320299,0.799091637002788,-82
0.349296450018808,0.121021951061042,-81.5
0.201152250728082,0.788385783389196,-82.5
0.0969233554541697,0.896330344805793,-81.75
0.177215978642122,0.816642467383654,-83.75
0.158335222176521,0.841144161119293,-81
0.512085231588908,0.632694292094289,-77.5
1,0.074481066869897,-0
0.401983443584665,0.716864183138752,-74.5
0.213816139476619,0.769153617922384,-66.25
0.218000477330772,0.757848554166194,-72.75
0.232874776408074,0.742160248298908,-71.25
0.09920677316432,0.913595773583121,-77.75
0.102598942735258,0.900314717040583,-79.75
0.0828709077807644,0.928156464395442,-80.25
0.083273485105021,0.957213594450001,-81.75
0.276010352861371,0.814780320934208,-55.75
0.2777202970451,0.811392637073206,-66.25
0.404810106054953,0.851417220113986,-17
